environment_pos,environment_neg,server_pos,server_neg,service_pos,service_neg,line_pos,line_neg,food_pos,food_neg,dessert_pos,dessert_neg,pricing_pos,pricing_neg,parking_pos,parking_neg,beverage_pos,beverage_neg,stars,date,user_id
0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,2015-12-20 23:27:26,OBkGFcM7cVSXBgqC4scP2A
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2016-09-30 21:56:56,SIBQFjURVZn2PS4phltzoQ
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,2008-08-18 07:15:52,rLKjzfYKJ2VJ2taeYNm9iA
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,2016-06-22 22:42:26,AVpExFKoE6ttULv8EFKASg
0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5,2014-04-01 02:19:02,sQ9MSCeSP3NGq9EgcdC55A
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2013-09-04 05:21:44,BZKNUhuE-e5zvAWpMwJ39A
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2010-08-22 03:58:12,Ye-9S8f2dt41UBfy4lXffA
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,3,2015-05-12 18:41:07,Fq5CvUC1AzK8GSmpyn0UeQ
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2016-06-11 20:38:28,kcHegTlAKEbAAP_9Xr3shQ
1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,5,2018-01-21 05:13:54,KXlEgbJp7N0wOinFJNBpWw
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2016-11-21 23:22:02,fD5LCaRaZc_9uIL7ZGMwDA
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2015-07-03 20:31:07,bdIueXy-Sc0DfqzXbm9AEg
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,2017-12-15 23:31:43,nop6xLcsPW-54M6SvhHCsg
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,2013-10-03 15:32:38,6I_vZ-DzDshlL7tP_cjEVg
0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,4,2013-05-08 14:28:29,cF5JyW6_oXZXjjxmtXNtPg
0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,5,2018-05-29 00:26:53,6gGKDAtKhc508aTLUyzw1A
0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,5,2017-12-02 20:51:54,MksXytmVtf3oELjYMBlJ0A
0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,5,2013-01-02 21:13:37,y-j9Lzl1dDHBgzdYoDG6JA
0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,4,2018-02-23 21:42:25,_o-s8BLpnty-daukCCGnYA
1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4,2013-10-24 02:53:05,nLfMbigyqpSwNLuCZexeQg
0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,4,2015-04-15 16:04:30,DxufGL53YG8G4UDjJpnqgQ
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,5,2018-03-15 19:47:40,YDNXPZxc1Ud1o-QosjLJDQ
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,5,2012-06-26 13:35:24,yltb7KJlYC-xmCW0Mfkpeg
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5,2011-05-27 10:32:36,H_ANqdW34opIDdRtC9n98w
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2015-07-04 01:37:13,UCObMk4JQXzzN4bmhzPHmw
0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,5,2018-04-04 08:15:41,redMnUINJSmtWGvlWF6-Ag
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,4,2015-07-16 15:46:47,6wlObgKMhsddw2kX23U8SA
0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,5,2017-03-03 20:06:23,Jn3i1AGyDp3FmbIBCjGkzg
0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,5,2015-08-30 15:26:28,a583w_nXHs1SyMhjrsjWRQ
0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2016-02-12 00:35:50,EMaussfuIYqKNqk2aAnP7Q
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5,2011-10-27 15:41:31,ydDVGLj6ZAeJIWoxUiaLLg
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2016-11-22 03:13:12,AsQnKqb8jf73mLXYPM5RCw
0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,2015-06-09 02:31:10,A3oKxcfKrHCtTeDSxh0Mow
0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,5,2018-03-23 15:33:09,sUcK26YbZssiv8auz5oajg
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,2015-04-15 13:53:55,uZGYiZTcNmMRkDE9qCoZCA
0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,5,2013-04-10 17:11:29,EVgjl_Ry9TU4sH70CNRB0Q
0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,5,2010-11-24 22:16:08,RTBIiq-fJUXRsrzbL4MCqw
0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,4,2013-09-04 15:44:43,tq8nsuci_rSaKb4D8pA-1g
0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,3,2016-08-13 03:04:14,q81KBNSG4bPbRwZOgey9UQ
0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,5,2014-09-25 14:05:05,UO0Xc_EqyxjHTjNx60agzA
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4,2017-11-18 20:55:38,ViMayoT4ao1OaPQlNHgedg
0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,3,2015-01-04 02:33:59,pmsLKPucQQtKoQdozcAc6Q
0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,5,2012-06-26 16:33:31,pgaYwkHor4eQYB4Gbm9V1w
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,2015-07-16 17:52:14,hhvkQEAUxO-lSLeJo2nUSA
1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,3,2014-03-14 03:35:17,aP1NDRrVlxJOtL7aYJqUzA
1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,5,2018-08-23 21:48:15,rJ8_8DbWDn3a4VMaLZFNiw
0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,4,2011-11-30 07:05:43,FziBgPaiqRJM71FExiJQ3Q
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2018-03-16 03:30:03,ZDAQSxnt4EbXdDoMklygeg
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2013-06-24 21:46:43,wB8X7GJVQtNQs9ofuG2vlA
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2011-02-13 22:19:18,8s7WHr6Cd4GSOIibmrZ52w
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,2011-01-09 03:46:10,1xS8Jj23zHx8axIVopG3wA
0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,5,2012-06-27 01:06:02,WHge08rDV2tw_Wc65QCsFw
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2018-09-25 17:20:01,ANG4YcHCHjyp0hNc3N51ZQ
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2017-10-24 19:55:46,gx_ljw9o8Lq_pqHcn_asDg
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2017-10-02 01:59:53,sX1klDyZSDIQu3Hndaj68Q
0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,3,2009-10-13 16:17:06,5iuLx3_sSyXz3GXXsgERcg
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4,2015-08-30 18:10:56,03RJcIDcNwH4WQmqjIvwIw
0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,4,2016-04-23 05:11:56,oQCfNvskWdfCcnkQ-mHajQ
1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,5,2017-04-30 13:59:05,MxFjun9ZV1sSdpz5hFCS1Q
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,2016-02-12 18:03:18,B6muux7BcHm9b6yzWzM9Kw
0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2011-12-01 00:12:23,41GUi1qvVeWDhHeviDF7pg
1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,4,2015-05-26 11:45:16,haRtiuep07dWn6l9b6o4DA
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2010-03-14 16:35:25,q91tQNboB-0HWtM8cXRjdg
0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,5,2018-06-09 02:07:20,iBYOUhCIvexlnAd8kfXpfQ
0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,4,2015-08-30 18:36:27,tdlJwgVMS6bsRPChgMmNsA
1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,5,2011-03-20 17:28:50,O5sJTLu7JQPYs-on2ZmWjA
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5,2012-01-03 19:10:47,dAc8XwuTkLZibyWTFAYgVw
0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,5,2018-03-23 20:31:21,opOIiQOld_sdhsUjQMCqMg
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2007-12-13 00:05:14,q4yMVuGp1JZW1n2eSleEvw
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,2018-01-21 04:52:42,1eLkg3pO6z4aPPh0s6E5_w
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,2012-12-04 07:27:25,vOG9YFFFn_OMyItk4WEebw
0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,2012-05-28 20:57:42,hPrURS-s1-cruSyo9KGqRQ
0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,4,2014-06-11 19:27:49,ywOCeblJp_atxSF1ZjFTMA
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2017-02-19 20:14:26,PvKmVIjvVNwt3Q4TekQioA
0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4,2016-05-31 04:10:57,5hLVGG1sLIwwVh6UDpmSWg
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,2016-06-12 16:45:10,DCniSgbjb1u3LuErLdOSyg
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,2008-05-02 15:49:05,w2d_Ea6P8_nNMWT4-yuf-g
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,2016-01-30 14:06:53,GqVCwsGnbkLFfJbPfd7HeQ
0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,5,2018-02-11 09:57:00,gqBikNz_0qimI3XKKiCTmQ
0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,5,2018-08-04 21:32:12,_Tasv-VmoGZezgj1-FrSPQ
0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4,2014-06-28 08:06:29,-0dlcohtjV4imAU4Vybddg
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4,2009-05-22 02:25:51,uFDlyY-Gjz6M3MJ_EatWSg
0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,4,2015-04-01 16:10:12,qBkh0wlumV0uI5T4fEYVtw
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,2018-03-15 22:37:29,snsDa901g-x2-XNRl7Hjqg
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2016-10-26 22:13:34,9lXiJwPXawrG-c9NzYvxEg
0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,3,2011-03-20 05:47:21,72389kWS4NBz4XTlm-mXAA
0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,2,2018-02-02 02:34:15,E_6Canw4EI36AvgOkxxrLw
1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,4,2013-12-29 04:57:52,HFqoz86eybdo42JG-Nv3mw
0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,5,2015-05-12 18:56:33,ScqNyPPOrZSgsS0m-Uh92w
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,2014-01-17 23:09:35,_ZMzpmr47kxYF_gkZhmAhQ
1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,5,2015-04-01 18:21:16,TwjiWvK0ZP15lzGC049oIQ
0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,2013-12-29 15:59:29,qJ2-3AEMEbQxpwg3wjY_Sg
0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,4,2012-05-29 15:47:51,oCkTZUVvsygANQWG2Zjpbg
0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,5,2017-07-18 22:22:06,JZtSgJlW0iY3QmlqNfDIHg
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2013-08-04 22:35:37,Wx4EiiUjzhWSG57c7sBjQg
0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,5,2018-02-02 04:14:34,6YLsfUMEnAwAqcwLxuJ7Vw
0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,5,2014-08-11 02:13:46,waw9vIVqvOEde6iCPid1vQ
0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4,2011-02-14 04:29:54,nxhRCqbTLfzaQHo-G0w7Ww
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,2014-03-15 02:01:43,IlqWvp7o-A2plge6cshe4w
0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,5,2015-04-01 21:11:52,Pjq_oV2NnSytA2tWZiN-XA
0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,5,2017-04-19 23:32:05,J5qn0qube1INkvXctoChLg
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,2018-07-07 23:29:22,jcNA_Z0-GhFo4eXQT4r4bg
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,2015-07-16 10:14:37,FXWE-ALCBoSywwsvuWrUsg
0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,2,2014-09-25 19:57:17,C72TBkFw9rXyVh7RD3VCKw
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,2013-02-22 21:36:32,qZrAf9rZ77ak4z7U7IqtpQ
0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,5,2018-03-16 03:44:06,iGoN0SYWRnAOOu9WDQihnw
0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,5,2017-02-10 02:41:29,D-hCb9hGPFc1ApjPF6PevQ
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2014-05-25 22:24:05,gPHhrtm3ujK6vO2PTuP8wg
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2014-05-26 11:05:18,3OiyeQvH2iZ28-wmK4TiZw
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2010-08-21 20:13:22,7dU3qvleORamzdj6sBB7VQ
0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,4,2016-06-23 00:25:30,95YcAgjQb4OhgQKA_0YMnw
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,2014-10-12 16:54:45,hs0P4reqjY3z2TzV8Uyplw
0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4,2010-03-14 00:23:35,tZDaol0fu27pJNcok0x29Q
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,5,2016-10-26 22:51:23,4_68fTw1PGVuvGWd9QS2OA
0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,4,2012-02-01 02:37:22,ehSer7T7x5QQl1Qrkz8NFg
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4,2016-07-03 18:05:25,B99DDgqyIaTSXAdC9-j68w
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,2018-06-19 15:06:03,6lscjTMFEccE9qPiWzNrpg
0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,5,2014-05-08 09:32:33,8BA9P27NAYJ-R7L09XUXJw
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5,2016-02-24 03:34:27,L0XyFAEG5-L_0-bSmUtUSg
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,2010-11-24 03:45:37,egPyWKwDtzghrYfnjPkyfQ
0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,2015-08-07 02:24:52,grIYircsYEJRkwN_B7lgBg
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,2016-01-30 17:52:18,evB7Gtmj_axdinzWFpopbA
0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,5,2016-12-04 15:49:04,RDC5XuSlZMFf140yY3BE3A
0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2018-04-27 18:28:45,NNONPXuAWhcZkjJPbowi-g
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2016-04-12 11:29:43,VvvfTmx54y1pavP4LP39-A
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2017-05-13 21:40:50,68mwo0CkZkAFOoF5ED4uLQ
0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,5,2018-04-04 14:37:53,Icn4PZn-EPcbb6AOOm92Hg
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2015-06-08 19:12:11,zPMxesie5irbM3hIDbStNg
0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,5,2017-01-02 15:59:40,YQEU-jIkmwOONDl270ZMzg
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,2018-06-09 00:45:08,DaqNW_wHyCcKPUa_aSV6Jg
0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,4,2013-12-08 19:51:59,Ekw_g7c6BAPfAY7vlqngMA
1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,5,2016-01-30 15:53:53,xlxq8eTco8XRKwkbBX3Spg
0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,4,2011-03-20 23:29:30,oQSiEraqJ0R9O29OV3Eafw
0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,2012-10-09 18:54:30,HGTdyEDygTqANThO64WDWQ
0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,5,2015-05-27 00:35:47,eE2D4moMMkaSpyt0BAtSJg
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,2012-01-03 23:06:21,D-fwm-xzRwNqCLO_V_mLlA
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2017-04-30 22:33:36,98PMyQboZGnr9-oJIG-_ig
0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,4,2011-03-20 00:13:25,8xPxrYBIeI92-2tiOf4w2A
0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,3,2009-10-14 18:40:12,cZ_7VcJGKb2qJZCJpCItZg
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,5,2014-08-10 19:59:57,oD8RXtVJ7AZxFZ_W9tM1bg
0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,2,2016-04-12 00:52:02,QLEiRE53xn7Feh3F409oHQ
0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,3,2016-12-04 17:33:36,Z374Ok46YdkmWqa__9nAjA
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2017-04-30 16:52:29,QNU3bdxg8_JgPntTQ_2QCA
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,2015-03-05 20:44:06,MNRlASr0Hn9f2wvtvrxsjQ
0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,5,2018-02-02 00:00:33,R8sGfaGpPt4J4e2GK2vaZg
0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2015-07-04 16:33:51,jBaw_TjmwcyjOYVKkk4Wog
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,5,2011-03-22 03:23:44,VHWA53YOz3haDuIL36hYVQ
1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,5,2018-06-09 01:29:28,RN5lwE44Ya26JQFITuo8RQ
1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,5,2013-07-14 02:21:52,cOTkzjkap7NgPtPntnyFBA
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,2018-02-24 03:47:17,f6b_xONRMZlUf7IUvP1dlQ
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,5,2017-08-17 02:58:05,v27LgMrDefvl6sBxNdFO2w
0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2,2017-06-28 03:22:17,ZXnkZz93OEvug3dDLyTBFQ
0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,5,2013-12-29 06:31:45,85zUsMUd9sRSnwJ8MzWwlg
0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,4,2012-07-17 15:11:58,Xbyuki2FO6Iodnx7U_jQYw
